레시피,필요 식재료 개수,변환된식재료,재료명,url,카테고리,상황태그,국가태그,칼로리,탄수화물,단백질,나트륨,칼슘,비타민c,식재료,해먹지수
복숭아통조림(복숭아넥타),5,"복숭아,물,설탕,레몬즙,밀폐용기",복숭아|물|설탕|레몬즙(생략가능)|밀폐용기,https://haemukja.com/recipes/1135,후식,술안주,한식 요리,5.62,14.52,0.12,3.68,1.94,0.15,"['복숭아', '물', '설탕', '레몬즙', '밀폐용기']",1.7
복주머니 오뎅탕,14,"돼지고기다짐육,유부,어묵,곤약,떡,밀가루,다시마,멸치,양파,대파,물,국간장,부추,고추",돼지고기 다진것|통유부|모듬 어묵|곤약|떡|밀가루|다시마|국물멸치|양파|대파|물|국간장|부추|고추,https://haemukja.com/recipes/4114,국,술안주,한식 요리,61.45,14.1,5.85,847.05,33.6,7.75,"['돼지고기다짐육', '유부', '어묵', '곤약', '떡', '밀가루', '다시마', '멸치', '양파', '대파', '물', '국간장', '부추', '고추']",1.4
볶음김치 라자냐,6,"라자냐,김치,베이컨,양파,식용유,스트링치즈",라자냐|김치|베이컨|양파|식용유|스트링치즈,https://haemukja.com/recipes/5786,반찬,손님 접대 요리|파티/명절요리,양식 요리,1146.5,33.2,43.9,4018.3,371.6,46.9,"['라자냐', '김치', '베이컨', '양파', '식용유', '스트링치즈']",1.6
볶음라면,3,"라면,식용유,대파",라면|식용유|대파,https://haemukja.com/recipes/1260,국밥/면/죽,간식/야식,한식 요리,707.3,67.7,10.9,2529.7,45.3,3.0,"['라면', '식용유', '대파']",4.0
볶음쌀국수,11,"쌀국수,마늘,대파,고추,고추,칵테일새우,계란,숙주,까나리액젓,설탕,굴소스",쌀국수|마늘|대파|홍고추|청고추|칵테일 새우|계란|숙주나물|까나리액젓|설탕|굴소스,https://haemukja.com/recipes/3407,반찬,,동남아/인도 요리,1212.9,404.1,36.7,3258.5,183.1,35.7,"['쌀국수', '마늘', '대파', '고추', '고추', '칵테일새우', '계란', '숙주', '까나리액젓', '설탕', '굴소스']",4.0
볶음우동,17,"우동사리,파프리카,피망,양파,양배추,햄,대파,마늘,고추,기름,간장,소주,가쓰오부시,굴소스,고추기름,설탕,후추",생우동면|파프리카|청피망|양파나 양배추|슬라이스햄|대파|통마늘|청양고추|기름|간장|소주|가쓰오부시|굴소스|고추기름|설탕|후추,https://haemukja.com/recipes/1494,반찬,,일식 요리,63.9,20.95,3.0,395.7,7.85,41.65,"['우동사리', '파프리카', '피망', '양파', '양배추', '햄', '대파', '마늘', '고추', '기름', '간장', '소주', '가쓰오부시', '굴소스', '고추기름', '설탕', '후추']",2.2
볼로네제,6,"소고기,양파,당근,마늘,토마토소스,스파게티면",갈은 소고기|양파|당근|다진마늘|토마토 소스|스파게티,https://haemukja.com/recipes/1532,국밥/면/죽,간식/야식,양식 요리,487.8,72.2,31.4,493.8,69.5,13.6,"['소고기', '양파', '당근', '마늘', '토마토소스', '스파게티면']",5.0
볼케이노 계란찜,4,"계란,물,파,소금",계란|물|실파|소금,https://haemukja.com/recipes/1098,반찬,,한식 요리,54.55,2.3,9.35,136.9,40.45,0.8,"['계란', '물', '파', '소금']",3.4
봄나물 오징어전,6,"취나물,깻잎,고추,부침가루,물,오징어",취나물|깻잎|청양고추|부침가루|물|오징어,https://haemukja.com/recipes/4659,반찬,술안주,한식 요리,133.45,38.9,28.75,167.5,94.95,9.6,"['취나물', '깻잎', '고추', '부침가루', '물', '오징어']",4.0
봄나물튀김,6,"세발나물,돌나물,방풍나물,튀김가루,얼음물,식용유",세발나물|돌나물|방픙나물|튀김가루|얼음물|식용유,https://haemukja.com/recipes/1678,반찬,간식/야식,한식 요리,595.45,19.95,2.35,282.3,41.05,10.95,"['세발나물', '돌나물', '방풍나물', '튀김가루', '얼음물', '식용유']",4.5
봄동 겉절이,12,"봄동,고추,당근,양념장,고춧가루,멸치액젓,생강,마늘,매실액,설탕,참기름,참깨",봄동|청양고추|당근|<양념장>|고추가루|멸치액젓|생강|마늘|매실농축액|백설탕|참기름|참깨,https://haemukja.com/recipes/120,반찬,,한식 요리,57.4,24.2,6.55,449.5,206.95,223.9,"['봄동', '고추', '당근', '양념장', '고춧가루', '멸치액젓', '생강', '마늘', '매실액', '설탕', '참기름', '참깨']",2.6
봄동소고기볶음,5,"소고기,봄동,굴소스,맛술,후추",소고기|봄동|굴소스|맛술|후추,https://haemukja.com/recipes/1917,반찬,파티/명절요리,한식 요리,75.05,2.1,14.7,330.4,11.25,0.3,"['소고기', '봄동', '굴소스', '맛술', '후추']",5.0
봉골레 파스타,12,"스파게티면,펜,바지락,마늘,양파,페퍼론치노,어린잎,채소,화이트와인,소금,후추,오일",스파게티|펜네|바지락 (또는 모시조개)|마늘|양파|페페로치노|어린잎 채소|화이트 와인|소금|후추|오일,https://haemukja.com/recipes/3819,국밥/면/죽,손님 접대 요리|파티/명절요리,양식 요리,762.6,102.2,15.2,347.2,99.6,33.8,"['스파게티면', '펜', '바지락', '마늘', '양파', '페퍼론치노', '어린잎', '채소', '화이트와인', '소금', '후추', '오일']",2.0
부기브레드,4,"호밀빵,쪽파,꿀,치즈",호밀빵|쪽파|꿀|치즈,https://haemukja.com/recipes/1978,빵,간식/야식,,25.45,7.35,2.65,143.15,48.4,0.0,"['호밀빵', '쪽파', '꿀', '치즈']",2.7
부꾸미,5,"찹쌀가루,물,식용유,꿀,설탕",찹쌀가루|물|식용유|꿀|설탕,https://haemukja.com/recipes/1371,후식,간식/야식,한식 요리,237.0,98.1,8.3,2.7,10.3,0.2,"['찹쌀가루', '물', '식용유', '꿀', '설탕']",2.5
부대볶음,19,"햄,소세지,베이컨,김치,떡국용떡,양배추,고추,대파,사골육수,마늘,생강,고춧가루,고추장,간장,청주,콩가루,표고버섯가루,다시다,후추",스팸|소세지|베이컨|신김치|떡국떡|양배추|청양고추|대파|사골육수|다진마늘|다진생강|고춧가루|고추장|간장|청주|콩가루|표고가루|다시다|후추,https://haemukja.com/recipes/4166,반찬,술안주,한식 요리,216.8,30.55,15.3,1374.95,72.6,32.1,"['햄', '소세지', '베이컨', '김치', '떡국용떡', '양배추', '고추', '대파', '사골육수', '마늘', '생강', '고춧가루', '고추장', '간장', '청주', '콩가루', '표고버섯가루', '다시다', '후추']",2.9
부대찌개,16,"김치,햄,소세지,양파,호박,대파,베이크드빈스,캐첩,사골육수,물,치즈,라면사리,고추장,고춧가루,마늘,라면스프",김치|스팸|프랑크소세지|양파대|호박|대파|베이크드빈스 혹은 케찹|사골곰탕|물|치즈|라면사리|고추장|고춧가루|마늘|라면스프,https://haemukja.com/recipes/1242,국,,한식 요리,29.4,8.925,3.8,158.025,15.8,2.025,"['김치', '햄', '소세지', '양파', '호박', '대파', '베이크드빈스', '캐첩', '사골육수', '물', '치즈', '라면사리', '고추장', '고춧가루', '마늘', '라면스프']",1.9
부르스게따,11,"바게트,옥수수통조림,닭가슴살통조림,양파,블랙올리브,방울토마토,올리브오일,레몬즙,설탕,후추,소금",바게트|스위트콘|닭가슴살통조림|양파|블랙올리브|방울토마토|올리브오일|레몬즙|설탕|후추|소금,https://haemukja.com/recipes/4064,반찬,간식/야식,퓨전요리,47.4,9.65,10.15,987.7,28.7,11.6,"['바게트', '옥수수통조림', '닭가슴살통조림', '양파', '블랙올리브', '방울토마토', '올리브오일', '레몬즙', '설탕', '후추', '소금']",2.3
부리또볼,24,"밥,돼지고기다짐육,양파,토마토,나초,옥수수통조림,양상추,아보카도,올리브유,파마산치즈가루,레몬즙,소금,후추,설탕,고기양념,우스터소스,케첩,바베큐소스,올리고당,케이준파우더,마늘,올리고당,소금,후추",쌀밥|돼지고기 다진 것|양파|토마토|나쵸칩|옥수수통조림|양상추|아보카도|올리브유|파마산치즈가루|레몬즙|소금|후추|백설탕|[고기양념]|우스타소스|토마토케찹|바베큐소스|올리고당|케이준파우더|다진마늘|올리고당|소금|후추,https://haemukja.com/recipes/4778,밥,술안주|손님 접대 요리|파티/명절요리,퓨전요리|이국적인맛|멕시칸 요리,293.7,62.85,19.65,438.95,99.65,28.8,"['밥', '돼지고기다짐육', '양파', '토마토', '나초', '옥수수통조림', '양상추', '아보카도', '올리브유', '파마산치즈가루', '레몬즙', '소금', '후추', '설탕', '고기양념', '우스터소스', '케첩', '바베큐소스', '올리고당', '케이준파우더', '마늘', '올리고당', '소금', '후추']",1.8
부엉이당근머핀,12,"당근,박력분,계란,흑설탕,올리브오일,계피,베이킹파우더,크림치즈,설탕,플레인요거트,초코볼,오레오",당근|박력분|달걀|흑설탕|올리브오일|계핏가루|베이킹파우더|크림치즈|설탕|플레인요거트|초코볼|오레오,https://haemukja.com/recipes/1631,후식,간식/야식,양식 요리,101.4,31.06666667,5.8,131.8666667,61.96666667,1.5,"['당근', '박력분', '계란', '흑설탕', '올리브오일', '계피', '베이킹파우더', '크림치즈', '설탕', '플레인요거트', '초코볼', '오레오']",4.0
부지깽이 새우볶음,14,"부재깽,새우,식용유,깨,파,고추,밑간,청주,간장,양념,마늘,간장,올리고당,참기름",부재깽이|중하새우|식용유|통깨|다진파|홍고추|<밑간>|청주|진간장|<양념>|다진마늘|진간장|올리고당|참기름,https://haemukja.com/recipes/385,반찬,,한식 요리,15.8,0.75,3.0,140.0,12.95,2.6,"['부재깽', '새우', '식용유', '깨', '파', '고추', '밑간', '청주', '간장', '양념', '마늘', '간장', '올리고당', '참기름']",1.5
